"isbn","author_id"
9780007232741,"d7bf9c55-9707-4762-b191-17031e29cd20"
9780099419785,"481ec1c2-2cbb-47ce-9e1f-3c75fc178460"
9780747581109,"22f015e3-88bf-4609-a450-212c76dfe708"
9780099406136,"8a5896dd-7919-4d07-be71-0fecf31278d8"
9780552149525,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9780140237504,"7c9c0a0c-2cc0-4fc5-8255-7073db39a84f"
9780593050545,"5a47d043-38e7-4e33-a791-34d734420ac4"
9780718144845,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9780552771153,"eb42bcbe-a606-4929-9faa-e698d369838f"
9780141019376,"930cfe46-338c-4c2e-94e7-9447f9afad54"
9780552772747,"ef7fc14e-b17e-43f0-91ff-91c43393827e"
9780552773898,"2e8f5d25-41d3-447f-93bd-4935b11c8772"
9780141022925,"c4f7ad8f-8ba4-4008-883f-0c362d83cc81"
9780316731317,"2730182d-d044-45db-b6a6-f1e28527702d"
9781904994497,"f130c7d2-203c-4a12-8ca7-a9d54e0455b4"
9780439993586,"53df661d-6ceb-4f06-863d-8cdcd6ffd94d"
9780552771108,"ef7fc14e-b17e-43f0-91ff-91c43393827e"
9780552997034,"70ba4af2-60c3-4774-93f0-ad136eae2569"
9780099506928,"315cf9e5-023a-4eec-8514-41208a215281"
9781846053443,"a03eb5cd-9683-47f1-b80b-1138d3a73826"
